local_authority_name,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/14/2020,-73,-14,77,-70,-73,32
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/15/2020,-73,-7,125,-66,-71,31
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/16/2020,-77,-14,84,-67,-47,18
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/17/2020,-74,-19,118,-65,-42,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/18/2020,-66,-12,171,-66,-71,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/19/2020,-68,-7,208,-66,-70,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/20/2020,-66,-3,271,-66,-70,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/21/2020,-68,-4,198,-66,-70,29
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/22/2020,-71,0,148,-63,-69,29
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/23/2020,-76,-11,75,-65,-45,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/24/2020,-71,-15,137,-60,-37,11
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/25/2020,-62,-9,406,-69,-80,25
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/26/2020,-66,-6,163,-65,-70,27
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/27/2020,-67,-5,162,-65,-69,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/28/2020,-67,-2,194,-62,-69,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/29/2020,-70,-2,232,-61,-69,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/30/2020,-72,-3,229,-58,-33,12
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,5/31/2020,-70,-12,171,-58,-30,10
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/1/2020,-61,-4,200,-61,-66,25
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/2/2020,-64,-2,222,-61,-66,25
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/3/2020,-67,-10,49,-65,-66,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/4/2020,-69,-7,75,-63,-66,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/5/2020,-69,0,76,-61,-65,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/6/2020,-77,-15,6,-63,-37,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/7/2020,-71,-17,60,-60,-31,12
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/8/2020,-62,-10,104,-62,-65,26
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/9/2020,-62,-5,143,-61,-65,26
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/10/2020,-68,-13,20,-65,-65,29
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/11/2020,-67,-4,76,-63,-65,28
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/12/2020,-68,-2,77,-60,-63,27
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/13/2020,-67,3,240,-53,-27,11
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/14/2020,-66,-9,173,-55,-24,9
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/15/2020,-55,-3,169,-57,-63,23
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/16/2020,-58,0,157,-59,-63,25
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/17/2020,-61,-4,95,-61,-63,26
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/18/2020,-64,-5,77,-61,-64,27
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/19/2020,-63,4,122,-56,-62,25
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/20/2020,-65,1,195,-53,-26,9
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/21/2020,-65,-11,115,-56,-21,9
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/22/2020,-54,1,241,-56,-63,22
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/23/2020,-56,2,263,-56,-63,22
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/24/2020,-56,7,290,-57,-61,21
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/25/2020,-56,8,295,-56,-61,20
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/26/2020,-61,10,234,-51,-60,21
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/27/2020,-70,-6,72,-52,-29,12
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/28/2020,-65,-12,78,-50,-17,8
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/29/2020,-56,-5,89,-56,-62,23
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,6/30/2020,-55,-4,77,-57,-61,24
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/1/2020,-55,-5,89,-58,-61,24
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/2/2020,-58,-6,58,-56,-61,24
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/3/2020,-58,5,122,-49,-59,22
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/4/2020,-57,-8,63,-45,-23,9
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/5/2020,-53,-10,159,-42,-15,6
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/6/2020,-47,-6,114,-51,-61,20
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/7/2020,-50,-7,81,-54,-62,21
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/8/2020,-52,-9,38,-56,-60,23
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/9/2020,-53,-7,44,-55,-61,23
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/10/2020,-49,1,107,-49,-59,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/11/2020,-55,-8,117,-43,-20,6
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/12/2020,-50,-12,142,-43,-14,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/13/2020,-44,-9,135,-53,-60,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/14/2020,-46,-7,90,-53,-60,21
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/15/2020,-42,-10,79,-54,-58,21
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/16/2020,-42,-6,104,-53,-58,20
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/17/2020,-41,1,189,-47,-57,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/18/2020,-49,-9,143,-43,-18,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/19/2020,-49,-19,42,-47,-15,5
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/20/2020,-37,-6,165,-52,-57,18
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/21/2020,-40,-7,136,-54,-59,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/22/2020,-39,-5,137,-52,-58,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/23/2020,-41,-8,118,-52,-59,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/24/2020,-42,-6,111,-48,-58,18
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/25/2020,-53,-20,7,-47,-18,8
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/26/2020,-47,-21,49,-43,-12,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/27/2020,-43,-14,47,-54,-62,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/28/2020,-39,-8,101,-52,-61,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/29/2020,-37,-8,134,-53,-59,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/30/2020,-36,-7,184,-50,-61,18
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,7/31/2020,-39,-5,171,-45,-59,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/1/2020,-47,-14,99,-42,-18,3
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/2/2020,-44,-16,94,-39,-9,2
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/3/2020,-32,-11,107,-51,-61,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/4/2020,-32,-12,110,-52,-62,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/5/2020,-30,-13,112,-52,-60,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/6/2020,-39,-9,123,-51,-61,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/7/2020,-40,-8,151,-47,-60,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/8/2020,-47,-15,103,-41,-18,3
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/9/2020,-46,-18,107,-40,-12,1
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/10/2020,-30,-12,130,-51,-62,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/11/2020,-31,-13,125,-52,-62,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/12/2020,-29,-14,104,-53,-61,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/13/2020,-41,-13,69,-52,-62,18
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/14/2020,-44,-14,34,-48,-61,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/15/2020,-46,-20,13,-44,-21,6
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/16/2020,-46,-26,18,-44,-14,3
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/17/2020,-31,-19,,-52,-62,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/18/2020,-27,-15,,-51,-59,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/19/2020,-35,-25,,-54,-60,19
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/20/2020,-34,-7,,-50,-59,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/21/2020,-40,-13,,-47,-58,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/22/2020,-44,-16,,-41,-16,3
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/23/2020,-43,-21,,-40,-11,2
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/24/2020,-23,-18,,-51,-59,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/25/2020,-30,-21,,-50,-60,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/26/2020,-20,-13,,-46,-57,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/27/2020,-41,-16,,-51,-59,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/28/2020,-38,-8,,-44,-57,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/29/2020,-44,-20,,-40,-19,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/30/2020,-34,-19,,-35,-12,1
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,8/31/2020,-15,-25,,-57,-74,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/1/2020,-35,-8,,-49,-59,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/2/2020,-35,-11,,-49,-57,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/3/2020,-37,-12,,-48,-57,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/4/2020,-35,-10,,-42,-54,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/5/2020,-37,-13,,-32,-19,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/6/2020,-34,-17,,-30,-13,2
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/7/2020,-30,-10,,-47,-58,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/8/2020,-30,-10,,-45,-57,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/9/2020,-31,-8,,-45,-55,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/10/2020,-30,-6,,-41,-55,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/11/2020,-29,-5,86,-36,-52,13
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/12/2020,-35,-13,73,-33,-16,3
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/13/2020,-31,-12,110,-30,-12,1
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/14/2020,-25,-9,159,-44,-52,13
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/15/2020,-30,-9,127,-42,-52,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/16/2020,-28,-10,100,-43,-51,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/17/2020,-32,-7,89,-42,-52,13
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/18/2020,-31,-5,86,-37,-49,12
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/19/2020,-35,-12,79,-34,-20,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/20/2020,-35,-18,90,-35,-22,1
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/21/2020,-29,-11,111,-45,-54,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/22/2020,-31,-9,92,-42,-53,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/23/2020,-35,-12,26,-46,-52,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/24/2020,-36,-5,37,-43,-52,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/25/2020,-38,-4,24,-40,-49,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/26/2020,-42,-11,7,-38,-20,6
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/27/2020,-40,-19,9,-40,-19,5
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/28/2020,-33,-13,75,-48,-55,14
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/29/2020,-34,-9,51,-45,-52,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,9/30/2020,-35,-9,30,-45,-51,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/1/2020,-33,-3,52,-43,-49,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/2/2020,-48,-14,-5,-39,-49,17
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/3/2020,-43,-13,0,-38,-20,8
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/4/2020,-49,-30,-29,-42,-23,6
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/5/2020,-36,-13,50,-46,-53,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/6/2020,-39,-13,34,-46,-53,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/7/2020,-37,-11,48,-46,-52,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/8/2020,-40,-10,26,-44,-51,16
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/9/2020,-41,-6,28,-39,-48,15
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/10/2020,-41,-11,16,-39,-18,7
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/11/2020,-40,-22,26,-38,-18,4
Hackney,GB,United Kingdom,Greater London,London Borough of Hackney,,GB-HCK,,ChIJBYyO7-8cdkgRLG8Z2Fn7scU,10/12/2020,-39,-15,27,-48,-52,16
